title,description,artist,country,culture,teaserText,url,image,regularImage,largeImage,date,medium,accessionNumber,galleryInformation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Four Wheel Dog Cart #136,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1850–70Accession Number: 23.112.1636 ",/art/collection/search/379703?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=329,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP877094.jpg,dp/web-additional/DP877094.jpg,dp/web-large/DP877094.jpg,20th Century,Illustration,233.11.36,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Four Wheel Dog Cart #4023,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1888Accession Number: 23.112.612 ",/art/collection/search/378687?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=330,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP880972.jpg,dp/web-additional/DP880972.jpg,dp/web-large/DP880972.jpg,20th Century,Illustration,25.02.12,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Four Wheel Dog Cart .# 3705,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1881Accession Number: 23.112.465 ",/art/collection/search/378540?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=331,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP881117.jpg,dp/web-additional/DP881117.jpg,dp/web-large/DP881117.jpg,20th Century,Illustration,24.59.45,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Four Wheel Dog Cart/Game Wagon # 3401,"Brewster &   Co. (American, New York)",Brewster & Co.,unknown,unknown," Brewster &   Co. (American, New York)   Date: 1878Accession Number: 23.112.552 ",/art/collection/search/378627?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=332,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP882280.jpg,dp/web-additional/DP882280.jpg,dp/web-large/DP882280.jpg,20th Century,Illustration,25.01.12,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Fox Terrier from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.2 ",/art/collection/search/840141?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=333,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.2",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Foxhound from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.12 ",/art/collection/search/840151?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=334,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.12",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Fragment of a Wall Painting with a Fox or a Dog (and Painted Layers),unknown,unknown,unknown,unknown, Date: 12th centuryAccession Number: 48.101.302 ,/art/collection/search/708593?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=335,https://images.metmuseum.org/CRDImages/is/mobile-large/DP-17587-001.jpg,is/web-additional/DP-17587-001.jpg,is/web-large/DP-17587-001.jpg,12th century,Lime plaster  painted,49.46.02,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Framed Sketch for a Man, a Dog and a Tree","Pier Francesco Mola (Italian, Coldrerio 1612–1666 Rome)",Pier Francesco Mola,unknown,unknown," Pier Francesco Mola (Italian, Coldrerio 1612–1666 Rome)   Date: 1612–66Accession Number: 59.644.48 ",/art/collection/search/345136?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=336,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP810703.jpg,dp/web-additional/DP810703.jpg,dp/web-large/DP810703.jpg,17th Century,Illustration,69.44.48,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Frederick Stevens'  Illustrated Catalogue and  Price List of Ladies &   Gentlemens Skates, Dog Collars, Leather Goods",Frederick Stevens (New York and Boston),Frederick Stevens,unknown,unknown, Frederick Stevens (New York and Boston)   Date: August 1867Accession Number: 65.526.1 ,/art/collection/search/357592?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=337,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Illustration,73.46.01,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
French Bulldog from Our Friend – the Dog Educational Pictures ,unknown,unknown,unknown,unknown, Date: ca. 1950–55Accession Number: 63.350.536.608.4.14 ,/art/collection/search/814550?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=338,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882432.jpg,dp/web-additional/DPB882432.jpg,dp/web-large/DPB882432.jpg,20th Century,Lithograph,63.350.536.608.4.14,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
French Girl Walking a Dog Accompanied by a Siamese Servant,"Utagawa (Gountei) Sadahide (Japanese, 1807–1878/79)",Utagawa (Gountei) Sadahide,Japan,Japan," Utagawa (Gountei) Sadahide (Japanese, 1807–1878/79)   Date: 11th month, 1860Accession Number: 2007.49.119 ",/art/collection/search/73405?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=339,https://images.metmuseum.org/CRDImages/as/mobile-large/DP147972.jpg,as/web-additional/DP147972.jpg,as/web-large/DP147972.jpg,18th Century,Woodblock print  ink and color on paper,2007.50.59,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"French Woman, Her Child and Pet Dog","Utagawa Hiroshige II (Japanese, 1826–1869)",Utagawa Hiroshige II,Japan,Japan," Utagawa Hiroshige II (Japanese, 1826–1869)   Date: 10th month, 1860Accession Number: 2007.49.143 ",/art/collection/search/73429?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=340,https://images.metmuseum.org/CRDImages/as/mobile-large/DP147999.jpg,as/web-additional/DP147999.jpg,as/web-large/DP147999.jpg,18th Century,Woodblock print  ink and color on paper,2007.51.23,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Frieze with acanthus scrolls and a dog,"Attributed to Giovanni Antonio da Brescia (Italian, active ca. 1490–ca. 1525)",Giovanni Antonio da Brescia,unknown,unknown," Attributed to Giovanni Antonio da Brescia (Italian, active ca. 1490–ca. 1525)   Date: ca. 1490–1525Accession Number: 1990.1030 ",/art/collection/search/626176?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=341,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,16th Century,Engraving,34.01.30,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Frightened Boy and His Dog,"Leonard Baskin (American, New Brunswick, New Jersey 1922–2000 North ton, Massachusetts)",Leonard Baskin,unknown,unknown," Leonard Baskin (American, New Brunswick, New Jersey 1922–2000 North ton, Massachusetts)   Date: 1954Accession Number: 55.524.1 ",/art/collection/search/393445?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=342,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP875843.jpg,dp/web-additional/DP875843.jpg,dp/web-large/DP875843.jpg,20th Century,Woodcut in two colors,63.44.01,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Garage Dog,"James G. Davis (American, Springfield, Missouri 1931–2016 Tucson, Arizona)",James G. Davis,unknown,unknown," James G. Davis (American, Springfield, Missouri 1931–2016 Tucson, Arizona)   Date: 1984Accession Number: 1984.254 ",/art/collection/search/483102?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=343,https://images.metmuseum.org/CRDImages/ma/mobile-large/sf1984.254.jpg,ma/web-additional/sf1984.254.jpg,ma/web-large/sf1984.254.jpg,20th Century,Illustration,17.28.14,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Garnet ring stone with the head of the dog Sirius,unknown,unknown,Roman Empire,Roman, Date: 1st century BCE–3rd century CEAccession Number: 81.6.138 ,/art/collection/search/245009?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=344,https://images.metmuseum.org/CRDImages/gr/mobile-large/DP202636.jpg,gr/web-additional/DP202636.jpg,gr/web-large/DP202636.jpg,1st century BCE–3rd century CE,Garnet,81.08.18,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
A gentleman with a dog,"Vadim Falileev (Russian, 1879–1950)",Vadim Falileev,unknown,unknown," Vadim Falileev (Russian, 1879–1950)   Date: 1911Accession Number: 66.603.21 ",/art/collection/search/423549?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=345,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Color linocut,76.03.21,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"A Gentleman, a Young Woman, and a Dog","Michele da Verona (Italian, Verona ca. 1470–Verona 1536/1544) (?)",Michele da Verona,unknown,unknown," Michele da Verona (Italian, Verona ca. 1470–Verona 1536/1544)  (?)  Date: early 16th centuryAccession Number: 1975.1.383 ",/art/collection/search/459427?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=346,https://images.metmuseum.org/CRDImages/rl/mobile-large/DP363608.jpg,rl/web-additional/DP363608.jpg,rl/web-large/DP363608.jpg,17th Century,"Brush and gray and brown ink, heightened with white",1975.07.23,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
German Shepherd from Our Friend – the Dog Educational Pictures ,unknown,unknown,unknown,unknown, Date: ca. 1950–55Accession Number: 63.350.536.608.4.7 ,/art/collection/search/814542?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=347,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882425.jpg,dp/web-additional/DPB882425.jpg,dp/web-large/DPB882425.jpg,20th Century,Lithograph,63.350.536.608.4.7,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Girl and Dog  Dog and Trunk (from Sketchbook),"Thomas Sully (American, Horncastle, Lincolnshire 1783–1872 Philadelphia, Pennsylvania)",Thomas Sully,USA,American," Thomas Sully (American, Horncastle, Lincolnshire 1783–1872 Philadelphia, Pennsylvania)   Date: 1810–20Accession Number: 53.182.30 verso ",/art/collection/search/16381?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=348,https://images.metmuseum.org/CRDImages/ad/mobile-large/266443.jpg,ad/web-additional/266443.jpg,ad/web-large/266443.jpg,20th Century,Illustration,53.182.30 verso,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Girl in Red Hat with Dog,"Mary Cassatt (American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise)",Mary Cassatt,USA,American," Mary Cassatt (American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise)   Date: 1882–83Accession Number: 2020.363 ",/art/collection/search/845334?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=349,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Illustration,02.26.03,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Girl Who Reads To A Dog,"Charles Joshua Chaplin (French, Andelys 1825–1891 Paris)",Charles Joshua Chaplin,unknown,unknown," Charles Joshua Chaplin (French, Andelys 1825–1891 Paris)   Date: second half 19th centuryAccession Number: 27.81.2(27) ",/art/collection/search/724784?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=350,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Etching,27.81.2(27),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Girl with dog,"Saint James' s Factory (British, ca. 1748/49–1760)",Saint James's Factory,Great Britain,"British, London"," Saint James' s Factory (British, ca. 1748/49–1760)   Date: ca. 1750–55Accession Number: 64.101.616a, b ",/art/collection/search/203465?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=351,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-247-093.jpg,es/web-additional/DP-247-093.jpg,es/web-large/DP-247-093.jpg,18th Century,Porcelain,"64.101.616a, b",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Girl with dove and dog,"Chelsea Porcelain Manufactory (British, 1744–1784)",Chelsea Porcelain Manufactory,Great Britain,"British, Chelsea"," Chelsea Porcelain Manufactory (British, 1744–1784)   Date: ca. 1760Accession Number: 64.101.617a, b ",/art/collection/search/210319?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=352,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century,Porcelain,"64.101.617a, b",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Goat and Dog,"Francesco Londonio (Italian, Milan 1723–1783 Milan)",Francesco Londonio,unknown,unknown," Francesco Londonio (Italian, Milan 1723–1783 Milan)   Date: ca. 1758–59Accession Number: 51.501.2583 ",/art/collection/search/342161?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=353,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,18th Century,Etching,515.21.43,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"God appearing from billowing clouds to an apostle (?) who is baptizing a young boy at center  four male figures to the right are in conversation, gesturing to the main scene, while other figures and a dog stand in waiting at the far right.","After Pietro da Cortona (Pietro Berrettini) (Italian, Cortona 1596–1669 Rome)",Pietro da Cortona (Pietro Berrettini),unknown,unknown," After Pietro da Cortona (Pietro Berrettini) (Italian, Cortona 1596–1669 Rome)   Date: after 1596Accession Number: 62.650.535bis ",/art/collection/search/747143?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=354,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,after 16th Century,Engraving,62.650.535bis,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Good Dog  1,"Charlie Hewitt (American, born 1946)",Charlie Hewitt,unknown,unknown," Charlie Hewitt (American, born 1946)   Date: 2009Accession Number: 2010.492.15 ",/art/collection/search/390386?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=355,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,21st Century,Woodcut,2018.12.15,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Good Dog (pink background),"Charlie Hewitt (American, born 1946)",Charlie Hewitt,unknown,unknown," Charlie Hewitt (American, born 1946)   Date: 2009Accession Number: 2010.492.14 ",/art/collection/search/390384?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=356,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,21st Century,Woodcut,2018.12.14,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Good Dog 2,"Charlie Hewitt (American, born 1946)",Charlie Hewitt,unknown,unknown," Charlie Hewitt (American, born 1946)   Date: 2009Accession Number: 2010.62 ",/art/collection/search/390383?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=357,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,21st Century,Woodcut,2011.02.00,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Gordon Setter from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.13 ",/art/collection/search/840152?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=358,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.13",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Grandmother, Boy and Dog","Victor Thall (American, Brooklyn, New York 1902–1983 Palm Springs, California)",Victor Thall,unknown,unknown," Victor Thall (American, Brooklyn, New York 1902–1983 Palm Springs, California)   Date: 1935–43Accession Number: 43.33.520 ",/art/collection/search/398191?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=359,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,43.41.40,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Great Dane from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.7 ",/art/collection/search/840146?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=360,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.7",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Great Dane from Our Friend – the Dog Educational Pictures ,unknown,unknown,unknown,unknown, Date: ca. 1950–55Accession Number: 63.350.536.608.4.3 ,/art/collection/search/814538?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=361,https://images.metmuseum.org/CRDImages/dp/mobile-large/DPB882421.jpg,dp/web-additional/DPB882421.jpg,dp/web-large/DPB882421.jpg,20th Century,Lithograph,63.350.536.608.4.3,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
The Grey Dog,"Tony Fitzpatrick (American, born 1958)",Tony Fitzpatrick,unknown,unknown," Tony Fitzpatrick (American, born 1958)   Date: 2011Accession Number: 2022.94.7 ",/art/collection/search/832353?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=362,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP889600.jpg,dp/web-additional/DP889600.jpg,dp/web-large/DP889600.jpg,21st Century,Etching,2023.34.07,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Grey-hound from Cowan' s Dog Pictures ,"Cowan Company, Limited (Canadian, 1893–1926)","Cowan Company, Limited",unknown,unknown," Cowan Company, Limited (Canadian, 1893–1926)   Date: ca. 1929Accession Number: Burdick 335, V13.17 ",/art/collection/search/840156?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=363,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,"Burdick 335, V13.17",unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
A group of men chasing after a dog,"Manuel Manilla (Mexican, Mexico City ca. 1830–1895 Mexico City)",Manuel Manilla,unknown,unknown," Manuel Manilla (Mexican, Mexico City ca. 1830–1895 Mexico City)   Date: ca. 1880–1895Accession Number: 30.82.170 ",/art/collection/search/734690?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=364,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Engraving,31.24.50,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Group of naked men engaged in battle in a wooded landscape, some on horseback  a dog at lower left.","Domenico C agnola (Italian, Venice (?) 1500–1564 Padua)",Domenico C agnola,unknown,unknown," Domenico C agnola (Italian, Venice (?) 1500–1564 Padua)   Date: 1517Accession Number: 29.44.27 ",/art/collection/search/372174?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=365,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP813981.jpg,dp/web-additional/DP813981.jpg,dp/web-large/DP813981.jpg,16th Century,Engraving,29.44.27,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Gymnast (recto) and Old Dog Tray (verso),"Anonymous, British, 19th century","Anonymous, British, 19th century",unknown,unknown," Anonymous, British, 19th century  Date: 1865–69Accession Number: 1970.565.450(1) ",/art/collection/search/365648?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=366,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,1970.565.450(1),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Head of a Dog (Smaller Italian Sketchbook, leaf 35 recto)","Joseph Wright (Wright of Derby) (British, Derby 1734–1797 Derby)",Joseph Wright (Wright of Derby),unknown,unknown," Joseph Wright (Wright of Derby) (British, Derby 1734–1797 Derby)   Date: 1774–75Accession Number: 57.102.1(35) ",/art/collection/search/405757?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=367,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP269443.jpg,dp/web-additional/DP269443.jpg,dp/web-large/DP269443.jpg,18th Century,Illustration,57.102.1(35),unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Head of a Dog from New Holland,"Charles Meryon (French, 1821–1868)",Charles Meryon,unknown,unknown," Charles Meryon (French, 1821–1868)   Date: 1860Accession Number: 20.21.2 ",/art/collection/search/377898?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=368,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP813214.jpg,dp/web-additional/DP813214.jpg,dp/web-large/DP813214.jpg,20th Century,Etching,20.21.02,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Henry carries a dog in a parrot cage, from the ""Little Henry"" , issued with Tareyton Cigarettes by the R. J. Reynolds Tobacco Company","Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)",Carl Thomas Anderson,unknown,unknown," Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)   Date: 1936Accession Number: 63.350.244.78.2 ",/art/collection/search/782218?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=369,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,63.350.244.78.2,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Henry on roller skates pulled by a dog chasing a hot dog, from the ""Little Henry"" , issued with Tareyton Cigarettes by the R. J. Reynolds Tobacco Company","Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)",Carl Thomas Anderson,unknown,unknown," Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)   Date: 1936Accession Number: 63.350.244.78.20 ",/art/collection/search/782236?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=370,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,63.350.244.78.20,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Henry puts a dog on stilts to scare a big dog, from the ""Little Henry"" , issued with Tareyton Cigarettes by the R. J. Reynolds Tobacco Company","Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)",Carl Thomas Anderson,unknown,unknown," Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)   Date: 1936Accession Number: 63.350.244.78.34 ",/art/collection/search/782250?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=371,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,63.350.244.78.34,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
"Henry rides on a dog to chase a cat, from the ""Little Henry"" , issued with Tareyton Cigarettes by the R. J. Reynolds Tobacco Company","Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)",Carl Thomas Anderson,unknown,unknown," Carl Thomas Anderson (American, Madison, Wisconsin 1865–1948)   Date: 1936Accession Number: 63.350.244.78.35 ",/art/collection/search/782251?&searchField=Title&sortBy=Title&ft=dog&offset=300&rpp=100&  pos=372,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/NoImageAvailableIcon.png,/content/img/placeholders/noimage534x534.png,20th Century,Lithograph,63.350.244.78.35,unkown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
